MM,Me,ln(Vs30),ln(RJB),ln(pgv_rot50)
5.5,3,5.497168,3.360375,1.27141648
5.7,3,5.497168,3.292126,1.11080433
5.2,3,5.497168,3.901973,-0.28577722
4.0,3,5.497168,3.751854,-2.16204085
5.1,3,5.497168,3.572346,0.63185671
4.7,1,5.497168,3.725693,0.01173092
5.4,3,5.497168,3.546740,-0.00354628
4.3,3,5.497168,3.992681,-1.42167287
4.1,3,5.497168,3.566712,-1.23000882
4.5,3,5.497168,3.953165,-2.38012510
4.2,3,5.497168,3.634951,-2.17789265
3.9,3,5.497168,3.131137,-1.83489664
4.1,2,5.497168,4.010963,-2.54831940
4.2,3,5.497168,3.686376,-1.41799145
4.3,1,5.497168,4.516339,-2.42087326
5.7,1,5.497168,4.535820,-0.34026743
5.0,2,5.497168,4.378270,-1.36226538
4.5,1,5.497168,4.424847,-2.21146550
5.2,2,5.497168,4.378270,-1.48699907
4.7,3,5.497168,3.465736,0.25727441
4.4,1,5.497168,4.453184,-2.21686622
5.0,1,5.497168,2.856470,1.07793328
6.8,3,5.497168,4.657763,0.31707096
6.5,0,5.497168,5.104733,0.00059982
6.2,1,5.497168,5.154447,-0.55083198
4.9,1,5.497168,3.234749,0.64264305
6.4,1,5.497168,3.169686,3.20651980
4.5,1,5.497168,3.558201,-2.07449380
4.1,1,5.497168,3.427515,-2.01898635
4.5,1,5.497168,2.778819,-0.40637552
4.8,3,5.497168,4.056989,-2.02814025
5.1,2,5.497168,5.012633,-1.80041684
4.2,1,5.497168,3.493473,-1.69048529
5.5,3,5.497168,4.249923,-0.68017173
4.1,1,5.497168,3.634951,-2.41631386
4.2,2,5.497168,4.388257,-2.18089857
5.8,3,5.497168,4.335983,0.03285434
5.6,3,5.942799,3.508556,0.32692682
5.0,1,5.942799,3.182212,0.97855166
4.5,1,5.942799,2.624669,0.25169213
5.4,1,5.942799,3.342862,1.57631537
4.8,1,5.942799,3.321432,1.25840417
4.5,1,5.942799,2.985682,1.32028810
4.9,1,5.942799,2.674149,1.02725949
5.1,1,5.942799,2.631889,1.52675171
5.2,1,5.942799,2.708050,1.30321162
4.2,1,5.805135,2.821379,0.58433627
6.4,1,5.805135,4.612146,2.11729112
4.4,3,5.805135,3.502550,-0.02183669
5.0,3,5.805135,4.945919,-2.06609106
5.8,3,5.805135,5.409501,-2.11337068
5.4,2,5.805135,5.182682,-1.36035375
4.9,2,5.805135,5.167525,-2.18533553
5.3,2,5.805135,5.192346,-1.78647346
5.0,1,5.805135,4.532815,-1.61128963
5.4,3,5.805135,3.807107,0.23087360
6.0,1,5.805135,3.607398,1.65088691
5.2,2,5.805135,5.638710,-2.43350276
5.3,1,5.805135,3.951244,0.27330420
5.1,1,5.805135,4.122446,-0.18320194
5.3,2,5.805135,5.487573,-1.85386894
5.2,1,5.805135,5.491496,-2.25885533
5.3,1,5.805135,5.481180,-2.56389791
6.5,1,5.805135,0.457425,3.87573240
5.1,1,5.805135,1.275363,1.34048600
5.2,2,6.369901,3.465736,0.01123663
6.5,2,6.369901,3.873282,1.21769818
5.2,2,6.100319,5.012966,-3.00311949
5.3,2,6.100319,4.982167,-2.67072552
5.8,1,6.100319,5.653471,-2.63039496
6.9,1,6.100319,5.515523,-0.41227827
5.2,2,6.100319,4.689879,-2.73184609
5.3,1,6.100319,5.296916,-1.98580549
5.3,2,6.100319,5.403083,-3.01218691
5.2,1,6.100319,5.405646,-3.46174388
6.5,1,6.100319,5.526767,-0.73718267
5.1,1,6.100319,5.526090,-2.90700737
5.0,1,6.100319,5.612361,-4.17787836
5.1,1,6.315358,3.637586,-1.28778929
5.0,3,6.315358,4.201104,-1.67275052
5.8,3,6.315358,4.985728,-2.48366342
4.8,1,6.315358,5.547713,-4.40943894
5.4,2,6.315358,5.270792,-3.30585084
5.3,3,6.770789,2.970414,0.79240411
5.3,1,6.770789,3.218876,0.78654644
5.6,2,5.468060,1.987874,0.32056060
5.4,2,5.894403,4.322277,-1.68821059
4.9,2,5.894403,4.347565,-2.75291159
5.3,2,5.894403,4.316421,-1.79125959
6.0,1,5.894403,5.518537,-1.92141268
5.2,2,5.894403,4.308380,-2.19678467
5.3,1,5.894403,5.090370,-1.89825396
5.1,1,5.894403,5.579126,-4.16569020
5.3,2,5.894403,4.461762,-0.85601911
5.2,1,5.894403,4.468663,-1.34384809
5.1,2,5.894403,5.662057,-4.80007863
5.3,1,5.894403,4.466483,-1.67948491
6.5,1,5.894403,5.390167,-1.31453199
5.1,1,5.894403,5.387564,-3.83214954
5.8,1,5.883322,5.400107,-2.35069399
5.4,2,5.883322,4.329548,-1.24226328
4.9,2,5.883322,4.352598,-2.86344165
5.3,2,5.883322,4.322675,-2.04222283
6.0,1,5.883322,5.515483,-2.05799321
5.2,2,5.883322,4.308784,-2.03829960
5.3,1,5.883322,5.084257,-1.92545087
5.1,1,5.883322,5.576631,-4.23595421
5.3,2,5.883322,4.477564,-1.33430931
5.2,1,5.883322,4.484470,-1.63301365
5.1,2,5.883322,5.667015,-4.79094570
5.3,1,5.883322,4.482098,-1.85093639
6.5,1,5.883322,5.385962,-1.16260696
5.1,1,5.883322,5.383394,-3.80667249
5.3,1,6.234411,5.404118,-3.39430121
5.8,1,6.234411,5.003208,-0.81193072
4.9,2,7.075809,5.205599,-4.32625140
5.3,2,7.075809,5.229931,-3.89624809
5.0,1,7.075809,4.282344,-3.21872584
6.1,1,7.075809,1.662030,2.11614708
5.4,3,7.075809,3.059646,0.23428130
6.0,1,7.075809,2.721953,1.37994927
5.2,2,7.075809,5.697463,-4.16048436
5.3,1,7.075809,4.271793,-1.96311735
5.1,1,7.075809,3.630721,-0.62571286
5.3,2,7.075809,5.510521,-3.35001009
5.2,1,7.075809,5.514799,-4.30077850
5.3,1,7.075809,5.504518,-4.15313961
4.3,2,5.347108,2.312535,1.08943699
4.4,2,5.347108,3.034953,-0.01405836
4.8,1,5.347108,4.869072,-2.36990080
5.3,2,5.347108,4.423648,-0.95617567
4.5,2,5.347108,4.412798,-2.18988160
4.8,2,5.347108,4.422449,-1.68308445
4.4,2,5.963579,3.673766,-1.97400103
4.3,2,5.963579,2.406945,0.91220239
4.8,1,5.963579,4.872139,-1.62075167
4.1,1,5.963579,3.708682,-2.05916844
5.3,2,5.963579,4.852030,-1.92826671
4.2,2,5.963579,4.484132,-2.63871539
4.2,2,5.963579,4.495355,-3.00092574
5.3,2,5.963579,4.421247,-0.48262697
4.8,2,5.963579,4.418841,-1.50877843
4.3,2,5.438079,2.451005,0.71412559
4.4,2,5.438079,3.063391,0.00528600
5.1,1,5.438079,4.967032,-1.92503946
4.8,1,5.438079,4.874434,-2.10373423
4.1,1,5.438079,3.688879,-2.31452610
4.2,2,5.438079,4.489759,-2.48908336
5.1,1,5.981414,5.480389,-4.05468164
5.0,1,5.981414,5.538869,-3.25287221
5.8,1,5.981414,5.146273,-1.14838043
5.2,2,5.981414,5.195232,-3.07226781
5.1,2,5.981414,5.607822,-4.10943790
5.3,1,5.730100,4.911036,-2.46030380
5.0,1,5.902633,5.512985,-3.79170984
5.8,1,5.902633,5.030895,-1.42362247
6.9,1,5.902633,4.423049,0.43877093
5.2,2,5.902633,5.143416,-2.96998656
5.2,1,5.902633,5.665873,-4.93148221
5.3,1,5.902633,5.671948,-5.09625854
4.6,2,5.652489,2.708050,-0.03009845
5.2,2,5.652489,2.734368,1.51721297
4.1,2,5.652489,3.178054,-0.02941851
4.1,2,5.652489,2.397895,0.65824513
4.5,2,5.652489,2.484907,0.37032141
4.5,1,5.652489,4.102643,-0.85047958
4.1,2,5.652489,2.714695,-0.02193891
6.4,1,5.652489,4.508659,1.78955705
4.4,2,5.652489,2.312535,0.99495403
5.1,2,5.652489,4.249923,-0.88894311
5.2,2,6.270988,5.296015,-3.70602561
5.4,2,6.270988,5.292551,-3.63012010
5.8,3,6.270988,5.170541,-2.55239351
5.4,3,6.270988,5.645235,-3.95942913
4.8,1,6.270988,4.622814,-2.30613137
5.4,2,6.270988,5.065313,-2.88546183
5.3,2,6.270988,5.076797,-3.46062897
6.1,1,6.270988,5.649573,-1.97789629
5.4,3,6.270988,5.651295,-3.49637657
5.3,1,6.270988,5.589269,-3.19892615
5.3,2,6.270988,4.958500,-2.96200740
5.2,1,6.270988,4.957938,-3.03972596
5.3,1,6.270988,4.945279,-2.64399148
5.4,2,5.493061,4.131961,-0.21616794
6.2,1,5.493061,4.257030,0.50802170
5.3,1,5.493061,3.394508,0.70076807
6.0,3,5.493061,2.557227,2.17841546
4.7,3,5.493061,1.648659,0.46373402
4.7,3,5.493061,2.424803,0.94207543
4.6,3,5.493061,2.476538,-0.08917007
4.7,3,5.493061,1.667707,0.27952388
6.6,3,5.493061,3.414443,2.25835103
5.6,1,5.493061,2.760010,1.59159975
6.2,1,5.493061,4.789157,1.05249854
5.6,3,5.493061,2.667228,1.55051559
5.1,3,5.493061,1.791759,1.12681094
4.8,3,5.493061,3.109061,-0.34703584
4.8,3,5.493061,2.549445,0.26819340
4.9,3,5.493061,2.995732,0.32627759
5.5,3,5.493061,2.734368,2.42436015
4.5,3,5.493061,2.928524,1.08407378
5.5,3,5.493061,2.721295,2.81803999
4.2,3,5.493061,2.933857,0.10228579
5.5,3,5.493061,2.772589,2.11559264
5.7,3,5.493061,2.079442,2.41778702
5.2,3,5.493061,3.230804,1.02115512
4.6,3,5.493061,2.681022,-0.10984835
5.1,3,5.493061,3.044522,0.13967498
5.4,3,5.493061,2.533697,2.04422879
5.5,3,5.863631,2.734368,2.42063476
4.2,3,5.863631,3.182212,0.41851295
5.0,2,5.863631,4.613138,-1.91569137
4.5,1,5.863631,4.650144,-2.55245770
4.7,3,5.863631,3.261935,-0.14395121
5.1,3,5.863631,2.985682,1.12066728
6.8,3,5.863631,4.658711,0.17344898
6.5,0,5.863631,5.120386,-0.46569293
4.3,1,5.863631,4.264087,-2.37029664
6.4,1,5.863631,3.949319,1.22586149
4.5,1,5.863631,4.136765,-2.62113883
4.1,1,5.863631,4.065602,-2.96102172
5.1,1,5.863631,4.268298,-1.13370075
4.5,1,5.863631,3.713572,-2.07004582
4.2,3,5.863631,4.390739,-3.07423450
4.4,3,5.863631,4.758749,-3.13214782
4.8,3,5.863631,3.627004,-1.84617342
4.6,1,5.863631,4.567468,-2.31075840
3.8,2,5.863631,4.494239,-3.16084279
4.1,1,5.863631,4.183576,-3.85201034
4.4,0,5.863631,4.300003,-3.19152820
4.2,2,5.863631,4.625953,-3.41778419
4.8,1,5.863631,5.453995,-3.63473224
5.4,2,5.863631,5.200484,-2.26096342
4.9,2,5.863631,5.202467,-3.34818756
5.0,1,5.863631,1.778336,0.48341332
6.1,1,5.863631,4.130837,1.26649680
5.4,3,5.863631,4.140433,-0.49781069
6.0,1,5.863631,4.097174,1.48629805
5.3,1,5.863631,4.820282,-0.83406579
5.1,1,5.863631,4.033887,-0.44458543
5.2,1,5.863631,5.476254,-2.82659728
5.3,1,5.863631,5.465568,-2.68966034
6.5,1,5.863631,4.388133,1.43570338
5.1,1,5.863631,4.582004,-1.95913724
5.0,0,5.828946,3.737670,0.76052542
4.3,3,5.755742,2.928524,-1.10602973
6.2,1,5.755742,4.788325,1.02790366
4.1,3,5.755742,3.131137,-1.24267898
4.2,3,5.755742,3.427515,-1.12833981
4.0,3,5.755742,3.206803,-0.38282827
5.1,3,5.866468,2.980619,1.42481772
4.9,1,5.866468,1.686399,-0.85143976
6.4,1,5.866468,3.951244,1.24691734
4.8,1,6.204558,5.083824,-2.93101252
5.0,1,6.204558,4.255329,-2.29879229
6.1,1,6.204558,4.899257,-0.60676767
5.4,3,6.204558,4.902679,-2.41010349
6.0,1,6.204558,4.895598,-0.51704492
5.3,2,6.204558,5.296766,-2.84268506
5.2,1,6.204558,5.304150,-2.75646344
5.3,1,6.204558,5.292601,-2.80023128
6.5,1,6.204558,4.972102,0.11323940
5.1,1,6.204558,5.065691,-2.89746284
5.0,1,6.204558,5.020123,-2.63027005
5.4,2,6.776507,4.911330,-3.08310008
5.2,2,6.776507,4.977079,-2.76630451
5.4,2,6.776507,4.968702,-2.90590985
6.2,1,6.776507,5.630351,-2.70401834
5.4,3,6.776507,5.271203,-2.90750164
5.3,3,6.776507,5.260252,-3.33833526
6.1,2,6.776507,4.723753,-1.91270751
5.0,3,6.776507,3.978747,-2.90359074
5.3,3,6.776507,4.900374,-3.44587053
6.1,3,6.776507,3.501344,1.08835991
5.5,1,6.776507,3.806218,-0.65938364
5.4,2,6.776507,3.754901,-0.34867843
